feature_1,feature_2,feature_3,feature_4,feature_5,target
-0.4396428058697157,0.5425473394554947,-0.8224199323822006,0.4013662194950618,-0.8548399955403814,0
-1.3202678528722562,-0.4516563076265143,-1.1476913898156673,0.21799084449395506,2.515568934782825,0
-0.9024140878712705,-0.30179018730623547,-2.0841129394985884,0.15228214742845858,1.7025087203324434,0
-1.658182694940721,1.183084674250011,1.1126883749899252,1.104252633106889,-1.1157654154031131,0
-1.598710550305343,0.16926782973781607,-0.9266983088473107,0.6037634129992002,1.2968450192894891,0
0.07711125122009355,0.23716015701485432,0.5844129804724842,0.08727540146228066,-0.6617528334999462,0
-0.3887539456874972,0.5633653763770502,0.014273067836434106,0.3945814572651748,-0.9601279732339767,0
-1.962737800432036,1.378155512058155,-1.77623523289832,1.2965241019826645,-1.2664141154899298,0
-1.0477301826140597,0.8741529914894339,-0.9175028210142636,0.7578011873495216,-1.014258221322232,0
0.7630163497303595,-0.1583698190010736,0.8868873900973003,-0.32496838211140233,-0.42944873488237856,0
-1.187021654300862,0.08951398635919677,2.6930336639804966,0.4311274643336185,1.0512233313709707,0
-1.4375801371069905,1.137971625340907,-1.1808128153088449,1.0106181953763342,-1.241575123752939,0
-0.923664551553009,1.1048266576671435,0.8451579711843216,0.8266251215608544,-1.7103990647506344,0
-1.0148491666630783,0.8318034163425756,-0.8082657216409264,0.7269420017465905,-0.945995670719789,0
-2.271846693084839,1.4709737567876306,-1.2932729578711637,1.4417716914443954,-1.1624407588324221,0
1.2467003077679448,-1.1279246291707188,-0.21220896990115168,-0.9433531028934258,1.4212361786618546,1
-1.129827422616004,-0.007973197240418839,0.39379729821625153,0.36614695054309826,1.228148736979314,0
-2.142140425136745,1.528581385778509,-0.8696630812746944,1.426635639918471,-1.441904594052713,0
-0.8761951013831439,0.7346669903580927,-1.1894118928673278,0.635456198281824,-0.8570716297806176,1
0.8972893819594918,-0.16940134247326055,0.6504500925361392,-0.37416630547351093,-0.5461478990412074,0
-0.7749056865043622,-0.13211622295603626,0.46667098196608103,0.19103685262810788,1.1516757343342099,0
-0.5075880751950992,0.6142843024335216,1.6614701657280182,0.4576493749133522,-0.9573695438811127,0
-1.3825004275456174,-0.335939830452597,0.46926758980852623,0.29327011316180096,2.2995086961218822,0
-1.152114153129646,0.9403901395000094,-1.0196643386921156,0.8234057124884584,-1.0643729144754241,0
-1.0696565175358983,-0.4338757931802179,-0.370508098590029,0.144371439661509,2.2040396196799588,0
-1.4129271096218659,1.0357567368462857,1.0176614668435024,0.954049262803732,-1.0182902209478222,0
